Centre Id,Center,Type,Activity,Org,Lat,Long
LR30-000029,Chocolate City Clinic,Health Center,null,MERCI,6.32923,-10.75237
MTI023,Family Life Clinic,Clinic,null,Private,6.3302,-10.7992
LISGIS309,Fatima Clinic,Clinic,null,NFP,6.332,-10.7042
LR30-000157,Wahwahim,Clinic,null,Private - for profit,6.33211,-10.72795
LR30-000147,Stanko Medical,Clinic,null,Private - for profit,6.3323,-10.72169
LR30-000149,Super Market Community Clinic,Clinic,null,Private - for profit,6.33532,-10.79398
LR30-000062,Sis. Agnes Health Center,Clinic,null,Faith Based Organization,6.33603,-10.74664
LR30-000175,Trinity Healing Temple,Clinic,null,Private - for profit,6.33622,-10.18834
LR30-000152,Trinity Maternity,Clinic,null,Private - for profit,6.33634,-10.79207
LR30-000103,Iron Factory Community,Clinic,null,Private - for profit,6.33658,-10.76251
MTI146,Favor Medical Clinic,Clinic,null,Private,6.336855,-10.739822
UN120,Barssegiah Town,Clinic,null,GOL,6.336994,-9.636518
LR30-000100,Helthon Community,Clinic,null,Private - for profit,6.3432,-10.74442
LR30-000059,Jaimaca Road Clinic,Clinic,null,Private - for profit,6.34337,-10.78268
LR30-000099,Healthline Medical Clinic,Clinic,null,Private - for profit,6.34341,-10.7518
LR30-000063,Bushrod Island Community Clinic,Clinic,null,MOHSW only,6.34455,-10.78574
LR09-000026,Senyah Community,Clinic,null,MOHSW only,6.34486,-9.843
MTI166,Kelvin Medical & Lab. Clinic,Clinic,null,Private,6.345138,-10.757447
LR30-000042,Mother & Child,Clinic,null,Private - for profit,6.34519,-10.77504
LR30-000153,Tropical,Clinic,null,Private - for profit,6.34871,-10.78726
MTI190,Slemp Medical Annex 2,Clinic,null,Private,6.34932,-10.65292
MTI241,Markue Medical laboratory Clinic,Clinic,null,Private,6.35,-10.7833
"STF017|Duside Hospital,|null|null|null|6.35|-10.46667",,,,,,
LISGIS289,New Kru Town Clinic,HC,null,GOL,6.351149,-10.756302
LISGIS409,Zammie Clinic,Clinic,null,GOL,6.351538,-9.788089
LR30-000160,Wonjah Smith Memorial,Clinic,null,Private - for profit,6.35225,-10.78418
LR30-000041,Whole Life Comm.,Clinic,null,Private - for profit,6.353,-10.78344
MTI237,Logan Town Community Clinic,Clinic,null,Private,6.353159,-10.783103
LR24-000019,Du-Side,Hospital,null,Private - non profit,6.35332,-10.46938
LR24-000003,Zeeworth,Clinic,null,MOHSW and CAM,6.3534,-10.5551
LR30-000011,Johnsonville,Clinic,null,MERCI,6.3541,-10.68528
LR30-000178,Milad,Clinic,null,Private - for profit,6.35571,-10.7353
LR30-000037,Bishop John Collins Clinic,Health Center,null,Faith Based Organization,6.35786,-10.7808
LR30-000072,Bardnersville Medical & Lab Community Clinic,Clinic,null,Private - for profit,6.35815,-10.7371
LR30-000091,Forkay's Maternity Clinic,Clinic,null,Private - for profit,6.36455,-10.73539
"LibRed|Redemption Hospital|Hospital|ETC, Triage|MOH|6.3656|-10.7917",,,,,,
LISGIS271,E.J. Goodridge H C,HC,null,GOL,6.3667,-10.7333
MTI168,LESH Medical Clinic,Clinic,null,Private,6.3667,-10.7333
MTI254,St. Joseph's Catholic Health Center,Health Center,null,Private,6.3715,-10.7903
LR30-000093,Gloring Health Clinic,Clinic,null,Private - for profit,6.37205,-10.78729
LR30-000071,Bardnersville Health Center,Health Center,null,Merlin,6.37206,-10.72542
LR30-000148,Stockton Creek Clinic,Clinic,null,Private - for profit,6.37219,-10.77995
LR30-000087,Elder John P. Dom(?),Clinic,null,Private - for profit,6.37517,-10.79167
MTI235,Last Hope Clinic,Clinic,null,Private,6.3795,-10.7849
LR30-000142,SARCO Medical,Clinic,null,Private - for profit,6.38472,-10.78191
LR30-000177,St. Paul Bridge Community Clinic,Clinic,null,Private - for profit,6.39029,-10.78261
LR30-000040,Father Lee Maternity Clinic,Clinic,null,Private - for profit,6.39106,-10.75655
MTI242,Maternal and Child Medical Clinic,Clinic,null,Private,6.391315,-10.73382
MTI251,Rev. Father James Lee Memorial Clinic,Clinic,null,Private,6.391315,-10.73382
MTI135,Camp Sandee Ware clinic,Clinic,null,Public,6.397448,-10.491957
LISGIS333,New Community,Clinic,null,Private - for profit,6.39835,-10.78567
LR30-000017,Careysburg,Clinic,null,SC-UK,6.4023,-10.54757
LR30-000300,Faith Medical Laboratory II,Clinic,null,Private - for profit,6.40331,-10.79017
UN194,Toe Town Clinic,Clinic,null,GOL,6.40504,-8.556906
LR30-000021,Banjor Comm.,Clinic,null,Merlin,6.41061,-10.79693
LR30-000020,R C Marshall,Clinic,null,MOHSW only,6.41306,-10.77826
LR30-000025,Bromely Community Clinic,Clinic,null,MERCI,6.413474,-10.74407
MTI252,Rev. Zubah Clinic,Clinic,null,Private,6.419536,-10.78924
LR09-000005,Garduor,Clinic,null,Merlin,6.4212,-9.45952
LR24-000017,Division 28,Clinic,null,Private - non profit,6.42156,-10.31899
MTI240,Mariama Z. Brown Clinic,Clinic,null,Private,6.4233,-10.7839
MTI210,A.F. Rusell Clinic,Clinic,null,Public,6.423534,-10.726435
LR30-000005,Kingsville Clinic,Clinic,null,SC-UK,6.42407,-10.4766
MTI234,Kpalla Clinic,Clinic,null,Merlin (GOL?),6.4261,-10.8117
LISGIS286,Louisiana Clinic,Clinic,null,GOL,6.4311,-10.693
MTI238,Lott Carey Mission School Clinic,Clinic,null,Private,6.4313,-10.7881
LR30-000098,Havious-Julius Green,Health Center,null,Private - for profit,6.43335,-10.77582
LR30-000016,Louisiana,Clinic,null,MOHSW only,6.43393,-10.70285
LISGIS229,Farmington - Division 28,Clinic,null,PFP,6.4364,-10.3065
LR30-000022,Blamacee Community Clinic,Clinic,null,SC-UK,6.43819,-10.81487
LR30-000044,Imani House,Clinic,null,Faith Based Organization,6.43842,-10.78789
UN072,Bensonville Hospital,Hospital,null,MTI,6.442513,-10.604107
LR09-000023,Jacob Lateh,Clinic,null,MOHSW only,6.44338,-10.23
MTI187,Rev. Browne Medical Clinic,Clinic,null,Private,6.446915,-10.61878
LISGIS400,Gozohn Clinic,Clinic,null,GOL,6.450092,-9.743114
UN208,JUNCTION,null,null,null,6.45048,-9.013556
LR30-000004,Crozierville Clinic,Clinic,null,MOHSW only,6.45398,-10.63581
UN211,Kwendin,Clinic,null,MOHSW only,6.454648,-8.94893
UN207,Diallah,Clinic,null,Equip,6.476624,-8.698508
LR30-000053,Goba Town Clinic,Clinic,null,MOHSW only,6.48761,-10.44154
LR33-000049,Consolata,Clinic,null,NFP,6.48795,-8.86372
UN005,Bonjeh clinic,1 Public Clinic,null,GOL (MOHSW only),6.488652,-10.853673
"LR30-000007|Harrisburg Clinic|Clinic|null|MOHSW,PFP,Public|6.48962|-10.45298",,,,,,
MTI253,Ricks Mission School Clinic,Clinic,null,Private,6.494,-10.8017
MTI256,St. Peter Clinic,Clinic,null,Private,6.494,-10.8017
"UN205|Mid Baptist Clinic|Clinic|null|Equip, NFP|6.494861|-8.869073",,,,,,
UN204,Jackson F. Doe (Chinese) Hospital,Hosp,null,GOL,6.508292,-8.860278
UN243,Rock Crusher Clinic,null,null,MoHSW,6.509639,-9.508756
LR30-000009,Arthington Community Clinic,Clinic,null,Merlin,6.5122,-10.6775
LR09-000006,Desoe Town Clinic,Clinic,null,Merlin,6.51592,-9.39252
UN073,C.H. Rennie Hospital,Hospital,null,MOHSW only,6.520119,-10.350275
LR24-000010,Wolola,Clinic,null,SC-UK,6.5229,-10.27964
null,null,null,ETC,Save the Children,6.5267,-10.3412
LR24-000014,Fam Plan Assoc Lib,Clinic,null,Private - for profit,6.5285,-10.35099
LR24-000021,Dr Barcolleh,Health Center,null,Private - for profit,6.53035,-10.8559
LR24-000026,City Clinic,Clinic,null,Private - for profit,6.53067,-10.3522
STF037,Modern Medical Center,null,null,null,6.5367,-10.35414
UN003,Jenneh #3 clinic,1 Public Clinic,null,GOL & MTI,6.53735,-10.8532
LISGIS287,Morris Farm Clinic,Clinic,null,GOL,6.5456,-10.3837
LR30-000012,Nyehn,Health Center,null,Merlin,6.547,-10.48939
LR24-000020,Kakata Health Center,Health Center,null,MOHSW only,6.54767,-10.033485
LR09-000002,Sue Clinic,Clinic,null,MOHSW only,6.56151,-9.21505
LR24-000012,Yarnwullie,Clinic,null,SC-UK,6.5639,-10.19644
UN001,Dagweh Clinic,1 Public Clinic,null,GOL (MOHSW only),6.566993,-10.946269
LR33-000013,Zodru,Clinic,null,Equip,6.56993,-8.57114
UN011,Sakey clinic,1 Public Clinic,null,null,6.570707,-10.920969
LR24-000030,Samuel Cooper,Clinic,null,Private - non profit,6.57688,-10.31234
UN013,Sass/Sasstown,1 Public Clinic,null,MTI,6.582574,-10.891179
UN020,Alasala,1 Public Clinic,null,null,6.583161,-10.729337
LR24-000018,Wohm,Clinic,null,SC-UK,6.59716,-10.01847
LR24-000009,Peter's Town,Clinic,null,SC-UK,6.60106,-10.08654
LR30-000110,Koon Town,Clinic,null,MOHSW only,6.602536,-10.539404
UN006,Bowein clinic,1 Gov. Hospital,null,null,6.607968,-10.870479
LISGIS022,Weawolo Community Clinic,Clinic,null,GOL (MOHSW only),6.617434,-10.788277
UN002,Beh Town clinic,1 Public Clinic,BOMI / CLINIC,GOL (AHA),6.617461,-10.987152
"UN018|Suehn Town Clinic|1 Public Clinic|null|GOL (Formerly SC-UK, MOHSW only)|6.617598|-10.70685",,,,,,
UN004,Vortor clinic,1 Public Clinic,null,GOL (MOHSW only),6.618175,-11.034169
LR12-000004,Bomboja,Clinic,null,MTI,6.62219,-11.08581
LR03-000022,Weawolo,Clinic,null,MOHSW only,6.62395,-10.77383
LR24-000035,M/S Community,Clinic,null,Private - for profit,6.63133,-10.63138
LR24-000028,Tucker's Town,Clinic,null,SC-UK.GOL,6.63139,-10.2466
LR24-000031,Gbaye Town,Clinic,null,SC-UK (GOL),6.63584,-10.29034
LR03-000018,Gonjeh Clinic,Hospital,null,AHA,6.64807,-10.83499
UN210,Zeekapa,null,null,null,6.649571,-9.117433
"LISGIS021|Fefeh Clinic|Clinic|null|GOL (Formerly SC-UK, MOHSW only)|6.6516|-10.745",,,,,,
UN248,Botota Clinic,Clinic,null,MoSHW,6.653313,-9.376816
LR24-000032,SRC Factory,Health Center,null,Private - non profit,6.65451,-10.12845
MTI049,National Port Authority Clinic,Clinic,null,Public,6.662012,-10.838945
UN017,Gohnzipo,1 Public Clinic,null,AHA,6.66235,-10.92548
UN046,Bomie Clinic,1 Public Clinic,null,null,6.663719,-11.166362
LR24-000005,Velleta,Clinic,null,MOHSW only,6.66425,-10.33431
LR06-000017,Gbecohn Health Center,Clinic,null,MDM,6.66861,-9.43349
LR24-000007,Lakayta Town,Clinic,null,MOHSW only (GOL?),6.67187,-10.35323
UN012,Juajuah clinic,1 Public Clinic,null,null,6.673484,-10.756783
UN231,Phebe Hospital,Hospital,null,null,6.6748,-9.5773
LR03-000001,Malema,Clinic,null,AHA,6.67489,-10.97365
LR33-000060,Zuolay,Clinic,null,MOHSW only,6.67553,-8.78746
LR03-000020,Sasstown Clinic,Clinic,null,AHA,6.67607,-10.78253
LISGIS020,Zordee Community Clinic,Clinic,null,GOL,6.6761,-10.7829
LR06-000028,Fenutoli,Clinic,null,Africare-Liberia,6.67909,-9.69132
LR24-000033,Kendei,Clinic,null,Private - for profit,6.68723,-10.21073
LR24-000008,Weala Community,Clinic,null,Private - for profit,6.69155,-10.20551
UN014,Klay Town clinic,1 Public Clinic,null,null,6.692942,-10.874418
LR06-000018,Janyea,Clinic,null,Africare-Liberia,6.69888,-9.52967
UN047,Jundu Clinic,1 Public Clinic,null,null,6.706344,-11.134903
UN048,Sembehum Clinic,Clinic,null,MOHSW only,6.707245,-11.33382
LR33-000051,Graie,Clinic,null,MOHSW only (GOL?),6.70823,-8.77111
"UN249|Bar Ta Clinic|Clinic|null|MoHSW, MDM|6.710811|-9.295427",,,,,,
LR30-000035,Zanna Town,Clinic,null,SC-UK,6.71422,-10.41221
UN015,Gbah Jekeh Town Community Clinic,1 Public Clinic,null,null,6.714684,-10.971777
UN040,Madina Clinic,Clinic,null,MTI,6.7171,-11.06532
UN224,Tokpaipolu Clinic,null,null,Africa Care,6.720247,-9.824291
LR33-000037,Gblarlay,Clinic,null,Equip,6.72277,-8.4286
UN209,NEW YOURPEA,null,null,null,6.725656,-8.486444
UN009,Besao clinic,1 Public Clinic,null,null,6.72986,-10.913448
UN016,Goghen Clinic,1 Public Clinic,null,AHA,6.734145,-10.734388
LR03-000019,Guthrie Plantation,Clinic,null,Private - non profit,6.73926,-10.94557
LR33-000052,Zuaplay,Clinic,null,Equip,6.74124,-8.87481
LR24-000006,Yeamai,Clinic,null,SC-UK,6.74733,-10.23526
UN223,Salala Clinic,Clinic,null,Africare-Liberia,6.749828,-10.098037
LR12-000001,St. Timothy's Hospital,Hospital,null,MOHSW only,6.75041,-11.36737
UN045,Robertsport City Clinic,1 Gov. Hospital,null,null,6.750456,-11.370193
LR12-000006,Fanti Town Clinic,Clinic,null,MTI,6.75855,-11.35556
UN008,Gayah Hill clinic,1 Public Clinic,null,null,6.760614,-10.909951
LR12-000011,Bendu,Clinic,null,MTI,6.76214,-11.21191
UN041,Vonzula Clinic,1 Public Clinic,null,null,6.765042,-11.148724
LR12-000003,Tallah,Clinic,null,MTI,6.77089,-11.30343
UN230,Samay Clinic,Clinic,null,MoHSW,6.784332,-9.442616
"UN213|Toweh Town|Clinic|null|GOL,Equip|6.794163|-8.667319",,,,,,
UN075,Bong Mines Hospital,Hospital,null,MOHSW only,6.806782,-10.357393
UN222,Totota Clinic,Clinic,null,Save the Children,6.810664,-9.941902
LR33-000059,Kpaytuo,Clinic,null,MOHSW only,6.81426,-8.81569
LR33-000015,Mehnla,Clinic,null,Equip,6.81581,-8.97828
UN240,Zointa Clinic,null,null,null,6.815887,-9.188246
UN042,Sinje Clinic,Health Center,null,MTI,6.816628,-11.135387
LR06-000014,Zowienta,Clinic,null,MDM,6.81907,-9.18464
LR33-000053,Bonlay,Clinic,null,Equip,6.82336,-8.54772
LR33-000041,Buutuo,Clinic,null,Equip,6.83018,-8.34343
LR03-000016,Mecca,Clinic,null,MOHSW only,6.83133,-10.57927
LISGIS016,Mecca Community Clinic,Clinic,null,GOL (MOHSW only),6.83422,-10.57827
UN019,Mecca Town,1 Public Clinic,null,null,6.835048,-10.578237
UN044,Gargar Clinic,1 Public Clinic,null,null,6.853972,6.853972
LR06-000013,Yila,Clinic,null,Africare-Liberia,6.8594,-9.11286
UN010,Beafini clinic,1 Public Clinic,null,MOHSW only; GOL,6.861015,-10.898588
LISGIS013,St. Luke's Clinic,Clinic,null,NFP,6.863166,-10.820971
LR03-000014,Liberia Government Hospital,Hospital,null,MOHSW only,6.86717,-10.83035
LR03-000012,Ahmiddiya,Clinic,null,Faith Based Organization,6.86888,-10.824
"LibTub|Tubmanburg Government Hospital|Hospital|ETC, Triage|MOH, Bomi County Health Team|6.871235|-10.828065",,,,,,
LR12-000017,Diah Community Clinic,Clinic,null,MTI,6.87795,-11.34901
LR33-000057,Duayee,Clinic,null,MOHSW only,6.87959,-8.95296
UN233,Zeansue Clinic,Clinic,null,SC-UK,6.881175,-9.760577
LR12-000026,Karnga Clinic,Clinic,null,MTI,6.88144,-11.06506
"LR06-000036|Haindi Clinic|Clinic|null|Africare-Liberia,GOL|6.88793|-10.38544",,,,,,
UN234,Gbartala Clinic,Clinic,null,SC-UK,6.89026,-9.67334
LR33-000028,Gbloulay,Clinic,null,Equip (GOL?),6.8944,-8.59508
LR12-000032,Zaway,Clinic,null,MOHSW only,6.8949,-11.38885
UN043,Zaway Clinic,1 Public Clinic,null,null,6.896173,-11.136646
UN051,Kulango Clinic,Clinic,null,MTI,6.922101,-11.38732
LR06-000023,Zebay,Clinic,null,Africare-Liberia,6.92475,-9.20017
UN022,Jallahlone Clinic,null,null,null,6.925256,-10.642782
LR33-000045,Duo Town,Clinic,null,Equip,6.928375,-9.118078
LR12-000002,Kpeneji Clinic,Clinic,null,MOHSW only,6.93003,-11.25206
UN025,Gokanla Clinic,Clinic,null,AHA,6.93071,-10.634657
LR03-000008,Yomo Town,Clinic,null,MOHSW only,6.94755,-10.76509
LR33-000027,Zoegeh Medical Center,Health Center,null,Private - for profit,6.95194,-8.54702
UN028,Yomo Town Clinic,Clinic,null,MOHSW,6.951947,-10.764131
LR45-000002,Bambuta Clinic,Clinic,null,AHA or GOL,6.95492,-10.54582
LR33-000014,Saclepea Mission,Clinic,null,Private - for profit,6.95514,-8.84182
LR12-000025,Mbaloma,Clinic,null,MTI,6.9589,-10.99817
"LibBon|Bong County ETC|null|ETC, Triage|IMC|6.962219|-9.713446",,,,,,
STF002,Alessandra Montemor,null,GP? TBC,null,6.96751,-11.31279
STF003,Anaximandro Ricardo Mouro,null,GP? TBC,null,6.96751,-11.31279
STF004,Antonio Bento Toledo De Moraes Jr,null,GP? TBC,null,6.96751,-11.31279
STF005,Antonio Fern Dant Amaral Campos,null,Dentist? TBC,null,6.96751,-11.31279
STF015,Diogenes De Jesus Puentes Betancourt,GP? TBC,null,null,6.96751,-11.31279
STF019,Eduardo Saliba,Clinic,null,GP,6.96751,-11.31279
STF020,Flavio Mistretta Raghi De Almeida,GP? TBC,null,null,6.96751,-11.31279
STF024,Joao Carlos Dantas Amaral Campos,Dentist? TBC,null,null,6.96751,-11.31279
STF026,Jose Moacir Angeli,GP? TBC,null,null,6.96751,-11.31279
STF027,Jose Rubens MacRuz Perreira Da Silva,GP? TBC,null,null,6.96751,-11.31279
STF031,Luis Poggi Filho,GP? TBC,null,null,6.96751,-11.31279
STF040,Paula Vidotto,Clinic?,GP? TBC,Private?,6.96751,-11.31279
STF042,Ricardo Paludeto Bellaz,null,Veterinarian,null,6.96751,-11.31279
STF043,Roberto De Toledo Pasquali,null,GP? TBC,null,6.96751,-11.31279
STF049,Vania Egle Montebello,GP? TBC,null,null,6.96751,-11.31279
"UN049|Tiene Clinic|1 Public Clinic|null|GOL,MTI|6.967669|-11.311565",,,,,,
UN220,Comprehensive Health Center Saclepea,null,null,null,6.968966,-8.844783
UN226,Sanoyea Clinic,Clinic,null,Save the Children,6.974385,-9.981692
LR33-000016,Saclepea Comprehensive,Health Center,null,Equip,6.97559,-8.84509
LR03-000011,Sackie Town,Clinic,null,MOHSW only,6.97606,-10.92974
UN241,Kpaii Clinic,Clinic,null,Africare-Liberia,6.97644,-9.23174
LR33-000046,Lepula,Clinic,null,Equip,6.97915,-8.41772
UN229,Africa First Baptist Mission (AFBM),Clinic,null,NFP,6.979612,-9.461447
LR12-000031,Tahn-Mafa,Clinic,null,MTI,6.98058,-11.22544
UN057,Than Clinic,1 Public Clinic,null,null,6.982557,-11.222982
LR33-000044,Beadatuo,Clinic,null,MOHSW only,6.99038,-8.59757
UN027,Gbarma Town Community Clinic,Clinic,null,AHA,6.995254,-10.788726
UN052,Mambo Clinic,1 Public Clinic,null,MOHSW only,6.997571,-11.296333
LR06-000007,Liberia Against Malnutrition (LAM),Clinic,null,NFP,7.0007,-9.47324
UN242,Palala Clinic,Clinic,null,MDM,7.001822,-9.287096
UN228,C.B. Dunbar Hospital,Hospital,null,MDM,7.0042,-9.477677
LR06-000006,Charles B. Dunbar,Clinic,null,MDM,7.00459,-9.47743
LR06-000025,Gbanla Community,Clinic,null,Africare-Liberia,7.00504,-9.74837
UN232,Ebola Treatment Unit,null,null,International Medical Corp,7.005653,-9.554724
"LR33-000048|Bunadin|Clinic|null|Equip, GOL|7.01018|-9.07411",,,,,,
UN050,Bo Waterside Clinic,1 Public Clinic,null,MTI,7.010747,-11.373294
STF038,Monica Cristina Coneglian,null,General practitioners,null,7.01177,-11.37392
STF039,Monica Valeria Rama Cardoso,Clinic?,GP?,Private?,7.01177,-11.37392
STF010,Celso Bertolini,Animal clinic,Veterinar,Private,7.0118,-11.3739
STF032,Magali Manhane,Clinic (?),null,null,7.0118,-11.3739
STF035,Miriam Midori Arita,GP? - TBC,null,null,7.0118,-11.3739
UN227,Kelebei Clinic,null,null,null,7.013665,-10.092759
LR12-000022,Fahn Jah,Clinic,MOHSW only,GOL,7.0162,-11.2623
LR33-000012,Bahn Mission,Clinic,null,Private - for profit,7.02088,-8.72441
LR45-000003,Gbaryamah,Clinic,null,AHA,7.0218,-10.62696
LR33-000040,Loguatuo,Clinic,null,IRC,7.025799,-8.3658
LR33-000001,Karnwee,Clinic,null,Equip,7.02698,-8.85126
LR06-000011,Phebe OPD,Clinic,null,Africare-Liberia,7.02813,-9.55407
LR33-000008,Bahn,Health Center,null,MOHSW only,7.02958,-8.73021
LR12-000015,Gonelor Community Clinic,Clinic,null,MTI,7.03927,-11.2579
LR33-000039,Beo Yoolar,Clinic,null,IRC,7.04815,-8.32137
"LR12-000019|Gondama Clinic|Clinic|null|MTI,GOL|7.0587|-11.35587",,,,,,
LR45-000005,Chief Jallah Lone Medical Center,Hospital,null,AHA,7.0656,-10.48956
LISGIS463,Gbaayama Clinic,Clinic,null,GOL,7.066218,-10.490959
"UN026|Totaquelleh Clinic|Clinic|null|AHA, GOL|7.066219|-10.395251",,,,,,
UN021,Bopolu City Clinic,Cinic,null,null,7.068649,-10.486687
UN058,Lofa Bridge Clinic,1 Public Clinic,null,MTI,7.070854,-10.877712
"LR12-000030|Jene-Wonde|Clinic|null|MTI,GOL|7.07625|-11.26916",,,,,,
LR33-000050,Wehplay,Clinic,null,Equip,7.0778,-8.6281
LR33-000035,Gbeivonwea,Clinic,null,IRC,7.08173,-8.4168
"LR12-000021|Bangorma Community Clinic|Clinic|null|MOHSW, GOL|7.0818|-11.2109",,,,,,
LR33-000026,Cocopa,Clinic,null,Private - non profit,7.1027,-8.86516
LR12-000027,Than Gola-Kanneh,Clinic,null,MOHSW only,7.10729,-10.89788
LR33-000010,Kpain,Clinic,null,CHAL,7.10817,-9.07631
LR33-000002,Flumpa,Clinic,null,Equip (GOL),7.10824,-8.91159
UN225,Gbonota Clinic,Clinic,null,MoHSW,7.108716,-9.781772
UN030,Yangaya Clinic,Clinic,null,GOL,7.1106,-10.76018
LR33-000005,Flumpa Mission,Clinic,null,Private - for profit,7.11156,-8.92041
LR33-000007,Payee Comm.,Clinic,null,Equip,7.11285,-8.7349
LR33-000038,Garplay,Clinic,null,IRC,7.12257,-8.46228
UN236,Forquelleh Clinic,null,null,SC-UK,7.12705,-9.226859
UN039,Gbalyamah Clinic,1 Public Clinic,null,null,7.135952,-10.009741
LR12-000013,Damballa,Health Center,null,MTI,7.13732,-11.28183
"UN038|Kpayeakwelle Clinic|1 Public Clinic|null|AHA, GOL|7.139623|-9.9853",,,,,,
UN059,Gold Camp Clinic,1 Public Clinic,null,null,7.139939,-10.783851
LR33-000047,Vayenglay,Clinic,null,IRC,7.14458,-8.56287
UN036,Bellekpalunu Clinic,null,null,null,7.15709,-10.242505
"LISGIS091|Bendaja Community Clinic|Clinic|null|GOL,MTI|7.15797|-11.24366",,,,,,
LR12-000029,Vargue,Clinic,null,MTI,7.15997,-10.9588
UN061,Varguaye Clinic,1 Public Clinic,null,null,7.160028,-10.957732
UN060,Weajue Clinic,1 Public Clinic,null,null,7.160188,-10.919714
UN029,Tarpoima Clinic,null,null,null,7.171086,-10.676241
"LR45-000004|Gbangay|Clinic|null|AHA, GOL|7.18472|-10.30854",,,,,,
UN238,Bellemu Clinic,Clinic,null,Africare-Liberia,7.193366,-9.205787
UN216,UNMIL BANENG Lvl 1 Hospital Ganta,null,null,null,7.214796,-8.97692
"LibGan|Ganta Hospital|null|ETC, Triage|No Partner Identified|7.2203|-8.9813",,,,,,
UN062,Wealiquah Clinic,1 Public Clinic,null,null,7.220614,-10.730748
LR33-000003,K. L. Foundation,Clinic,null,MERCI,7.22106,-8.97925
UN055,Bamballa Clinic,1 Public Clinic,null,null,7.22215,-11.17265
LR33-000022,Hope Village,Clinic,null,Equip,7.22635,-8.96908
LISGIS365,Equip Ganta,Clinic,null,NFP,7.22639,-8.96912
LR33-000056,Agape,Clinic,null,Private - for profit,7.22663,-8.98617
LR33-000004,Ganta Community Clinic,Clinic,null,IRC,7.22976,-9.00128
LR33-000054,New Man,Clinic,null,Private - for profit,7.23042,-8.99311
UN217,UNMIL GHANBAT Lvl 1 Hospital Ganta,null,null,null,7.230753,-8.994728
LR33-000006,Power House,Clinic,null,Private - for profit,7.2323,-8.98508
UN053,Dasalamu Clinic,1 Public Clinic,null,null,7.232788,-11.254961
UN239,Garmue Clinic,Clinic,null,Save the Children,7.233365,-9.166311
LR06-000001,Gbansuesuloma,Clinic,null,MDM,7.2346,-9.61568
LR33-000023,Ganta Methodist Hospital,Hospital,null,Faith Based Organization,7.23511,-8.9777
UN214,United Methodist Hospital Ganta,null,null,null,7.23514,-8.977979
UN215,TB & Leprosy Rehabilitation Hospital Ganta,null,null,German Leprosy Relief Association,7.24102,-8.969808
LR33-000018,Duo Tiayee,Clinic,null,IRC,7.24705,-8.65889
UN056,Vanja Clinic,1 Public Clinic,null,null,7.250316,-10.98528
HM0915,Soopa,4,null,null,7.25629,-9.05768
UN037,Gumgbeta Clinic,null,null,null,7.257855,-10.09515
LR06-000038,Naama,Clinic,null,Africare-Liberia,7.25802,-9.35202
UN245,Belefanai Clinic,Clinic,null,MDM,7.26258,-9.43608
LR33-000032,Karnplay,Health Center,null,IRC,7.26465,-8.50416
LR45-000006,Henry Town Clinic,Clinic,null,AHA or GOL,7.26524,-10.35247
null,Bumpeh Perri Community Health Centre,Health Centre,null,null,7.283638,-11.563979
LR33-000042,Duoplay,Clinic,null,PFP,7.2869,-8.4208
HM0912,Baala,4,null,null,7.29388,-8.98889
LR06-000002,Gbalatuah,Clinic,null,Africare-Liberia,7.31219,-9.51117
UN031,Weasua Clinic,Clinic,null,GOL,7.31628,-10.530061
null,Gbondapi Community Health Centre,Health Centre,null,null,7.319661,-11.850003
UN054,Kongo Mano Clinic,1 Public Clinic,null,MOHSW only,7.33067,-11.13773
LR33-000031,Youhnlay,Clinic,null,IRC,7.34093,-8.4474
LR33-000024,Ganta Rehabiliation,Health Center,null,Faith Based Organization,7.34105,-8.96991
LR33-000030,Zorgowee,Clinic,null,IRC,7.34248,-8.57848
HM0903,Centre de Sant? Bignamou,Health Center,null,GOV,7.34412,-9.0788
HM0913,Centre de Sant? Di?ck? 1,Health Center,null,GOV,7.34747,-8.9563
HM0904,Galakpaye,Health Center,null,GOV,7.35071,-9.14899
LibGWH,G. W. Harley Memorial Hospital,Triage,ETC,null,7.35261,-8.71733
LISGIS361,GW Harley,Triage,ETC,null,7.35261,-8.71733
UN237,Jowah Clinic,Clinic,null,null,7.355544,-9.233134
null,Kpanga Kabundeh Government Hospital,Hospital,null,null,7.356632,-11.721245
UN218,St. Mary Hospital Sanniquellie,Hospital,null,NFP,7.363469,-8.706924
UN251,Yarpauh Clinic,null,null,MoHSW,7.364441,-9.753127
UN247,Shankpalai Clinic,null,null,MDM,7.368505,-9.335258
LR12-000008,Kawelahun Clinic,Clinic,null,MOHSW only,7.40379,-11.02775
LR33-000034,Goagortuo,Clinic,null,IRC (GOL?),7.41045,-8.4537
LR21-000044,Gonglota Clinic,Clinic,null,IRC,7.4205,-9.4916
LISGIS171,Ganglota Clinic,Clinic,null,GOL,7.4228,-9.4934
HM0902,Centre de Sant? Bh?ta,Health Center,null,GOV,7.4303,-9.20111
HM0837,Dourapa,4,null,null,7.43793,-8.79749
HM0901,Yowa,Health Center,null,GOV,7.44592,-9.3847
HM0914,Saoro,4,null,null,7.45093,-9.02441
HM0971,Gbamou,4,null,null,7.46552,-9.05933
null,Dandabu Community Health Post,Health Post,null,null,7.475892,-11.686494
HM0838,Kpaala,4,null,null,7.48492,-8.77209
SieDar,Daru,null,Trage,MSF,7.494127,-11.169375
UN254,Biggs Clinic,null,null,null,7.506682,-9.553797
